"arbre_enceintes_fermees";"arbre_espaces_ouverts";"arbre_voirie";"bois_semi_naturel";"caterpilar_treatment";"closest_industrial_zone";"closest_mall";"closest_motorway";"closest_parking";"closest_river";"closest_road";"closest_train_station";"coord_x";"coord_y";"development_status";"development_status_diagnosis";"diagnosis_note";"diagnosis_year";"environment_busyness";"renewal_priority";"sector1";"sector2";"sector3";"sector4";"sector5";"sector6";"seeding_year";"stump_diameter";"vigor";"wtd_autre";"wtd_controle";"wtd_pas_travail";"wtd_taille";"sidewalk_proximity";"collar";"crown";"root";"trunk"
0.0;0.0;1.0;0.0;1.0;367.13665771484375;673.4652709960938;1141.680419921875;20.02520751953125;95.93700408935547;4.281777381896973;437.2889099121094;1913480.5;4225187.5;1.0;1.0;0.75;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3888888955116272;1.0;0.0;1.0;0.0;0.0;0.0;"true";"true";"false";"true"
0.0;0.0;1.0;0.0;1.0;420.6560363769531;633.1575927734375;1183.16748046875;0.0;94.99800872802734;1.7567492723464966;441.0435791015625;1913524.5;4225157.0;1.0;1.0;0.5;1.0;1.0;0.6666666865348816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4444444477558136;1.0;0.0;0.0;0.0;1.0;0.0;"true";"true";"true";"true"
0.0;0.0;1.0;0.0;1.0;347.8429260253906;782.0286254882812;1186.1348876953125;2.4370100498199463;198.62277221679688;2.365140914916992;554.4144897460938;1913512.25;4225306.5;0.5;0.5;0.5;1.0;1.0;0.6666666865348816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4444444477558136;0.5;0.0;0.0;0.0;1.0;0.0;"true";"true";"true";"false"
0.0;0.0;1.0;0.0;1.0;277.3218078613281;929.888427734375;1148.3895263671875;2.14451003074646;158.16026306152344;1.1924141645431519;651.9686889648438;1913448.5;4225444.0;0.5;0.5;0.75;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2222222238779068;0.5;0.0;1.0;0.0;0.0;0.0;"true";"true";"false";"true"
0.0;0.0;1.0;0.0;1.0;327.60791015625;828.931884765625;1181.8388671875;11.025660514831543;200.3995361328125;6.5021820068359375;588.4361572265625;1913500.5;4225352.0;0.5;0.5;0.25;1.0;1.0;0.3333333432674408;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1111111119389534;0.0;0.0;0.0;0.0;1.0;1.0;"false";"false";"false";"true"
0.0;0.0;1.0;0.0;1.0;293.6132507324219;902.619873046875;1162.3419189453125;10.154532432556152;175.80072021484375;6.4844231605529785;637.0259399414062;1913468.125;4225420.5;0.5;0.5;0.5;1.0;1.0;0.6666666865348816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3888888955116272;0.5;0.0;0.0;0.0;1.0;1.0;"true";"true";"false";"true"
0.0;0.0;1.0;0.0;1.0;271.2176818847656;1062.976806640625;1118.3597412109375;84.20067596435547;94.9716567993164;3.341461181640625;751.8706665039062;1913386.125;4225565.5;0.5;0.5;0.25;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3888888955116272;0.0;0.0;0.0;0.0;1.0;1.0;"true";"true";"false";"true"
0.0;0.0;1.0;0.0;1.0;320.376953125;1061.751220703125;1172.3021240234375;57.05591583251953;147.2974853515625;25.876008987426758;775.77294921875;1913438.875;4225577.0;0.5;0.5;0.25;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;"false";"true";"false";"false"
0.0;0.0;1.0;0.0;1.0;367.548095703125;1156.1112060546875;1225.509765625;0.0;168.64852905273438;9.349532127380371;879.825927734375;1913464.125;4225678.0;0.5;0.5;0.25;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2777777910232544;0.0;0.0;0.0;0.0;1.0;0.0;"true";"false";"false";"false"
0.0;0.0;1.0;0.0;1.0;191.80804443359375;927.5447998046875;1062.1302490234375;68.1485366821289;73.83177947998047;5.381468772888184;603.5474243164062;1913366.0;4225418.0;1.0;1.0;0.75;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3333333432674408;0.5;0.0;1.0;0.0;0.0;0.0;"true";"true";"false";"true"
0.0;0.0;1.0;0.0;1.0;210.23919677734375;987.6333618164062;1078.1343994140625;58.523109436035156;76.76290893554688;5.545927047729492;665.7333374023438;1913367.0;4225481.5;1.0;1.0;0.5;1.0;1.0;0.6666666865348816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4444444477558136;0.5;0.0;0.0;0.0;1.0;0.0;"true";"true";"false";"true"
0.0;0.0;1.0;0.0;1.0;1376.374755859375;561.5892333984375;2370.72900390625;113.4503402709961;467.1588439941406;4.727278709411621;1666.97705078125;1914720.125;4224087.0;0.5;0.5;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3888888955116272;0.0;0.0;0.0;0.0;1.0;0.0;"false";"true";"false";"false"
0.0;0.0;1.0;0.0;1.0;1560.4842529296875;318.56622314453125;2043.5159912109375;182.96673583984375;822.9729614257812;4.99354362487793;1502.28515625;1914400.0;4223890.5;0.5;0.5;0.25;1.0;1.0;0.3333333432674408;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1111111119389534;0.0;0.0;0.0;0.0;1.0;1.0;"false";"false";"false";"true"
0.0;1.0;0.0;0.0;1.0;538.9948120117188;648.0242919921875;1336.75146484375;58.714229583740234;184.69728088378906;2.294649839401245;576.4384765625;1913675.75;4225193.5;0.5;0.5;0.25;1.0;0.5;0.3333333432674408;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1666666716337204;0.5;0.0;0.0;1.0;0.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;592.01220703125;675.2867431640625;1405.286865234375;106.63455963134766;211.0258331298828;0.007423044182360172;646.1036987304688;1913742.0;4225222.0;0.5;0.5;0.0;1.0;0.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1111111119389534;0.0;0.0;0.0;1.0;0.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;526.2560424804688;610.3652954101562;1301.785888671875;73.74974060058594;138.97442626953125;3.4985435009002686;525.7313232421875;1913643.625;4225152.5;0.5;0.5;0.25;1.0;0.5;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1111111119389534;0.0;0.0;0.0;1.0;0.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;506.1170959472656;699.7044677734375;1324.75390625;22.98897933959961;230.1327667236328;3.76007342338562;597.2058715820312;1913658.875;4225244.0;0.5;0.5;0.25;1.0;1.0;0.6666666865348816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1666666716337204;0.0;0.0;0.0;1.0;0.0;1.0;"true";"false";"false";"true"
1.0;0.0;0.0;0.0;1.0;589.9428100585938;575.8410034179688;1356.1417236328125;130.90866088867188;116.94959259033203;7.5455002784729;554.8262329101562;1913699.75;4225122.5;0.5;0.5;0.75;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1111111119389534;1.0;0.0;1.0;0.0;0.0;1.0;"false";"true";"false";"true"
0.0;0.0;1.0;0.0;1.0;1207.2933349609375;58.35123062133789;1772.3675537109375;61.38909912109375;876.5090942382812;6.682558059692383;1101.3900146484375;1914120.875;4224185.5;0.5;0.5;0.25;0.5;1.0;0.3333333432674408;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1666666716337204;0.5;0.0;0.0;1.0;0.0;1.0;"true";"true";"true";"true"
0.0;0.0;1.0;0.0;1.0;1440.8907470703125;228.7720489501953;1911.34326171875;200.31581115722656;951.7234497070312;1.4180388450622559;1406.787841796875;1914268.0;4223883.0;0.5;0.5;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0555555559694767;0.0;0.0;0.0;0.0;1.0;0.0;"false";"true";"false";"false"
0.0;0.0;1.0;0.0;1.0;1332.1754150390625;224.27490234375;1920.217529296875;9.938102722167969;784.5966796875;0.5083799362182617;1159.93994140625;1914268.25;4224317.0;0.5;0.5;0.0;0.75;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1666666716337204;0.0;0.0;0.0;0.0;1.0;0.0;"false";"false";"true";"false"
0.0;0.0;1.0;0.0;1.0;1435.0213623046875;249.9547119140625;2015.3065185546875;43.10380935668945;806.1779174804688;5.70333194732666;1276.0892333984375;1914363.5;4224248.0;0.0;0.5;0.0;0.75;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.6363636255264282;0.2222222238779068;0.0;0.0;1.0;0.0;0.0;1.0;"false";"true";"false";"false"
0.0;0.0;1.0;0.0;1.0;913.9579467773438;298.956787109375;1306.9534912109375;41.58776092529297;1292.2330322265625;7.727802276611328;1198.6505126953125;1913663.125;4223713.5;0.5;0.5;0.0;0.75;1.0;0.3333333432674408;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0555555559694767;0.5;0.0;0.0;1.0;0.0;0.0;"false";"false";"false";"true"
0.0;1.0;0.0;0.0;1.0;1389.20166015625;128.78341674804688;1938.15185546875;136.03036499023438;892.3419799804688;3.4444472789764404;1286.734130859375;1914287.375;4224100.0;0.5;0.5;0.0;0.75;0.0;0.3333333432674408;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0555555559694767;0.5;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;1494.99609375;276.89398193359375;2068.16943359375;15.207742691040039;754.7694702148438;20.65951156616211;1345.8394775390625;1914416.625;4224199.0;0.5;0.5;0.75;0.5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1111111119389534;0.5;1.0;0.0;0.0;0.0;1.0;"false";"false";"false";"true"
0.0;1.0;0.0;0.0;1.0;1529.341064453125;361.217041015625;2116.151123046875;47.54791259765625;706.9679565429688;5.351917743682861;1346.90185546875;1914464.25;4224295.5;0.5;0.5;0.75;0.75;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1111111119389534;0.5;0.0;0.0;0.0;1.0;0.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;1157.045166015625;713.4813232421875;1869.1820068359375;77.9706802368164;74.36895751953125;5.502259254455566;1912.446044921875;1915132.875;4225001.0;0.5;0.5;0.0;0.75;1.0;0.3333333432674408;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2777777910232544;0.5;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;70.67780303955078;1506.2698974609375;3113.019775390625;52.578060150146484;396.4483337402344;5.57914400100708;3075.291259765625;1915719.75;4223028.0;0.5;0.5;0.25;1.0;1.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2777777910232544;0.5;0.0;0.0;0.0;1.0;0.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;953.2911987304688;1407.7291259765625;2551.915771484375;60.45759201049805;482.3429260253906;8.497734069824219;2728.266845703125;1914907.125;4222680.0;0.5;0.5;0.25;0.5;1.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1666666716337204;0.5;0.0;0.0;0.0;1.0;1.0;"true";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;1009.3018798828125;1155.6075439453125;2447.781982421875;2.0773208141326904;659.0075073242188;6.9500412940979;2871.851806640625;1914803.125;4222429.0;0.5;0.5;0.25;0.5;0.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1111111119389534;0.0;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;625.7119750976562;1520.1412353515625;2878.06298828125;62.93266677856445;153.85816955566406;7.422542572021484;2895.104736328125;1915233.125;4222742.0;0.5;0.5;0.25;0.5;0.5;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0555555559694767;0.0;0.0;0.0;0.0;1.0;1.0;"false";"false";"false";"true"
0.0;1.0;0.0;0.0;1.0;526.4521484375;1412.175537109375;3250.762451171875;298.7082214355469;118.89936065673828;7.085633277893066;3353.993408203125;1915605.875;4222465.0;0.5;0.5;0.25;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.3888888955116272;0.0;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"true"
1.0;0.0;0.0;0.0;1.0;812.922119140625;1429.3685302734375;2698.73193359375;36.292850494384766;341.20928955078125;22.465293884277344;2815.65185546875;1915053.875;4222687.0;0.5;0.5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1111111119389534;0.0;0.0;0.0;0.0;1.0;1.0;"false";"false";"false";"true"
0.0;1.0;0.0;0.0;1.0;312.2856750488281;1578.279052734375;3072.029541015625;148.1498260498047;199.78543090820312;10.104628562927246;2802.00634765625;1915481.75;4223165.5;0.5;0.5;0.75;0.75;1.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4444444477558136;0.5;1.0;0.0;0.0;0.0;1.0;"true";"true";"false";"true"
0.0;1.0;0.0;0.0;0.6666666865348816;1010.2586669921875;1228.6231689453125;2562.6982421875;92.94711303710938;527.8533935546875;2.7054240703582764;2878.606689453125;1914917.875;4222500.0;0.5;0.5;0.0;0.75;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0555555559694767;0.0;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;946.4863891601562;1333.1162109375;2587.13134765625;46.858665466308594;473.3239440917969;3.656583309173584;2810.811767578125;1914942.5;4222603.0;0.5;0.5;0.0;0.75;1.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2222222238779068;0.0;0.0;0.0;0.0;1.0;1.0;"true";"false";"true";"false"
1.0;0.0;0.0;0.0;1.0;263.6777648925781;1699.0316162109375;3258.07080078125;243.90065002441406;221.60076904296875;36.381797790527344;3140.285888671875;1915613.0;4222787.5;0.5;0.5;0.25;1.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2222222238779068;0.5;0.0;1.0;0.0;0.0;1.0;"false";"true";"false";"true"
1.0;0.0;0.0;0.0;1.0;624.95458984375;1312.29931640625;3190.327392578125;314.1936950683594;36.26226806640625;39.122093200683594;3369.76416015625;1915546.0;4222384.5;0.5;0.5;0.25;0.75;1.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.7222222089767456;0.0;0.0;1.0;0.0;0.0;1.0;"false";"true";"false";"false"
1.0;0.0;0.0;0.0;1.0;1078.415771484375;1112.4639892578125;2527.75341796875;82.6857681274414;590.3401489257812;23.136518478393555;2952.582763671875;1914883.375;4222385.5;0.5;0.5;1.0;0.75;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2222222238779068;0.5;1.0;0.0;0.0;0.0;1.0;"true";"true";"false";"true"
1.0;0.0;0.0;0.0;1.0;170.01480102539062;1607.0128173828125;3198.390869140625;73.93792724609375;299.0473937988281;36.78262710571289;3044.898193359375;1915636.25;4222967.0;0.5;0.5;0.75;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2222222238779068;1.0;1.0;0.0;0.0;0.0;1.0;"false";"true";"false";"false"
1.0;0.0;0.0;0.0;1.0;523.9768676757812;1540.7061767578125;2992.92919921875;43.358829498291016;49.00603103637695;15.913265228271484;2985.67578125;1915348.0;4222728.0;0.5;0.5;0.25;1.0;1.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0555555559694767;0.0;0.0;1.0;0.0;0.0;1.0;"false";"true";"false";"true"
0.0;1.0;0.0;0.0;1.0;319.4318542480469;1515.04736328125;2997.82568359375;91.6556396484375;224.09837341308594;9.349851608276367;2780.407470703125;1915505.875;4223236.0;0.5;0.5;0.25;1.0;1.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1111111119389534;0.0;0.0;0.0;1.0;0.0;1.0;"false";"false";"false";"true"
0.0;1.0;0.0;0.0;1.0;361.4105224609375;1489.0438232421875;2950.141357421875;34.39357376098633;212.58433532714844;13.826286315917969;2738.47802734375;1915494.625;4223293.5;0.5;0.5;0.25;1.0;1.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;1.0;"true";"false";"false";"false"
0.0;1.0;0.0;0.0;1.0;368.6679382324219;1563.8968505859375;3074.147705078125;106.22700500488281;147.92266845703125;28.016937255859375;2747.19970703125;1915429.5;4223187.0;0.5;0.5;0.25;0.75;1.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.3888888955116272;0.5;1.0;0.0;0.0;0.0;1.0;"true";"false";"true";"false"
0.0;1.0;0.0;0.0;1.0;347.96490478515625;1598.8604736328125;3083.939453125;152.72938537597656;155.68850708007812;6.058135032653809;2782.6357421875;1915438.375;4223140.0;0.5;0.5;0.25;0.75;1.0;0.3333333432674408;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5555555820465088;0.5;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"false"
0.0;0.0;1.0;0.0;0.3333333432674408;1196.575439453125;524.2980346679688;1992.7530517578125;38.20109939575195;17.656455993652344;9.955860137939453;1723.0521240234375;1914925.5;4225126.5;0.5;0.5;0.0;0.75;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2777777910232544;0.0;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;802.3617553710938;1185.9508056640625;2644.335693359375;175.4900665283203;281.50604248046875;2.6900668144226074;2365.998046875;1915000.375;4223263.0;0.5;0.5;0.25;1.0;0.5;0.3333333432674408;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.1111111119389534;0.5;0.0;0.0;0.0;1.0;1.0;"true";"true";"false";"false"
0.0;0.0;1.0;0.0;1.0;384.6910095214844;1191.422607421875;1599.7679443359375;56.47614288330078;1377.5455322265625;4.314209938049316;2210.780517578125;1913954.75;4222742.5;0.5;0.5;0.0;0.5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.2222222238779068;0.0;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"false"
0.0;0.0;1.0;0.0;1.0;326.4353332519531;676.6480102539062;895.4390258789062;12.422202110290527;155.88645935058594;4.145017623901367;238.9486083984375;1913241.375;4225069.0;0.5;0.5;0.0;0.75;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222238779068;0.0;0.0;0.0;1.0;0.0;1.0;"false";"false";"true";"false"
0.0;0.0;1.0;0.0;1.0;66.92451477050781;1031.529541015625;592.2217407226562;87.7104721069336;388.345458984375;21.3794002532959;524.7564697265625;1912919.0;4225254.5;0.5;0.5;0.0;1.0;1.0;0.3333333432674408;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;1.0;0.0;"true";"false";"false";"false"
0.0;0.0;1.0;0.0;1.0;60.3859977722168;918.6556396484375;587.6033935546875;121.39857482910156;416.70880126953125;26.64382553100586;398.1062316894531;1912931.5;4225096.0;0.5;0.5;0.0;0.5;1.0;0.3333333432674408;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111119389534;0.0;0.0;0.0;1.0;0.0;1.0;"false";"false";"true";"false"
0.0;1.0;0.0;0.0;1.0;220.88357543945312;810.5128784179688;562.841064453125;45.47260665893555;551.7481079101562;21.00566864013672;316.3850402832031;1912912.125;4224846.5;0.0;0.0;0.25;0.75;1.0;0.3333333432674408;1.0;0.0;0.0;0.0;0.0;0.0;0.3636363744735718;0.0555555559694767;0.5;0.0;0.0;0.0;1.0;1.0;"false";"false";"false";"true"
1.0;0.0;0.0;0.0;1.0;219.37579345703125;504.4585876464844;807.4581298828125;73.8297119140625;612.1729125976562;11.695880889892578;286.3773193359375;1913155.125;4224553.5;0.5;0.5;0.25;1.0;1.0;0.3333333432674408;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2777777910232544;0.0;0.0;1.0;0.0;0.0;1.0;"false";"true";"false";"true"
0.0;1.0;0.0;0.0;1.0;34.91193771362305;1423.12109375;1043.1357421875;293.35418701171875;85.50715637207031;13.056595802307129;1048.6749267578125;1913180.125;4225878.0;0.5;0.5;0.0;1.0;1.0;0.3333333432674408;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444477558136;0.5;0.0;0.0;0.0;1.0;0.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;331.19671630859375;1251.939208984375;62.00715255737305;105.02913665771484;127.52592468261719;7.083949089050293;846.2197265625;1912410.0;4224614.0;0.5;0.5;0.25;1.0;1.0;0.3333333432674408;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222238779068;0.5;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;387.5076904296875;1258.143310546875;53.358734130859375;48.96837615966797;101.02803039550781;9.837471961975098;870.7867431640625;1912401.0;4224558.0;0.5;0.5;0.5;1.0;1.0;0.6666666865348816;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333432674408;0.5;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"true"
0.0;1.0;0.0;0.0;0.6666666865348816;345.0063781738281;374.367431640625;937.4573364257812;127.90357208251953;555.7476806640625;4.102718353271484;288.1224365234375;1913285.125;4224548.0;0.5;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1666666716337204;0.0;0.0;1.0;0.0;0.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;276.8135681152344;747.9029541015625;618.369384765625;102.4516372680664;528.3999633789062;5.340683460235596;260.9480285644531;1912967.5;4224816.5;0.5;0.5;0.0;0.75;1.0;0.3333333432674408;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1666666716337204;0.5;0.0;0.0;0.0;1.0;1.0;"false";"true";"false";"false"
0.0;1.0;0.0;0.0;1.0;308.0962219238281;695.827880859375;665.36767578125;81.97200775146484;511.5204162597656;7.480885028839111;216.84298706054688;1913014.375;4224793.5;0.5;0.5;0.0;0.75;1.0;0.3333333432674408;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222238779068;0.0;0.0;0.0;0.0;1.0;1.0;"false";"false";"true";"false"
1.0;0.0;0.0;0.0;1.0;535.726318359375;1183.3250732421875;273.866455078125;45.8555793762207;367.7070617675781;22.79450798034668;1068.9307861328125;1912624.75;4223948.0;0.5;0.5;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222238779068;0.0;0.0;1.0;0.0;0.0;1.0;"false";"true";"false";"false"
